DOI;Title;Abstract;Exclusion_Criteria;Tema a tratar;Categorización;Falsos positivos;ojo con este;Categories;AbstractORArticle;Categories_RQ1;Categories_RQ2;Categories_RQ3;Categories_RQ4
10.1007/978-3-319-92049-8_33;Design of an assistive avatar in improving eye gaze perception in children with ASD during virtual interaction;Children diagnosed with autism spectrum disorder (ASD) usually experience impairment in social interaction and often display reduced gaze sharing when interacting with another person. The lack of gaze sharing or joint attention early in the children’s developmental stage may create a delay in their ability to learn new things and share information with others. The presented study involved the design of a novel virtual reality (VR)-based training game with an avatar and eye tracker aimed to eventually address the joint attention impairment in children with ASD. The assistive avatar provides necessary cues and hints based on both the eye tracking data recorded by the VR system and the task performance of the participant. The system uses the task performance to adaptively change the difficulty level of the game. We believe that the training game will be able to improve participant’s gaze following skill. A usability study was carried out to validate the system design. The result showed that the system was feasible and able to obtain the expected gaze performance from the participants. The details of the system architecture and result of system validation are presented in this paper. © Springer International Publishing AG, part of Springer Nature 2018.;;Trata de involucrar el diseño de un juego de entrenamiento novedoso basado en realidad virtual (RV) con un avatar y seguimiento ocular (eye tracker) destinado a abordar el deterioro de la atención conjunta;VR, GAME, TEA;;eye;AR,eye tracking,VR;0;VR,AR;;;eye tracking
10.1007/978-3-319-60366-7_20;Design of a Haptic Virtual System for Improving Fine Motor Skills in Children with Autism;Fine motor skills, including gripping, holding and reaching, are useful and necessary in fundamental daily activities. However, children with autism spectrum disorders (ASD) show deficits and delays in fine motor skills compared to their peers. In this paper, we propose a virtual training system enabling the assessment and improvement of fine motor skills for children with ASD through haptic interaction in a low-cost and engaging virtual environment with real-time feedback (e.g., haptic, auditory and visual feedback). This system consists of a Haptic Gripper allowing users to manipulate (e.g., grip and move) virtual balls in the games and thus provides opportunities for users to improve finger and hand motor control. We present the system design, and a small usability study which verified the system functionality and indicated the potential of this system in improving fine motor skills of the users in move and grip manipulations. © 2018, Springer International Publishing AG.;;Trata de un sistema de entrenamiento virtual que permite la evaluación y mejora de las habilidades motoras finas para niños con TEA a través de la interacción háptica en un entorno virtual de bajo costo y atractivo con retroalimentación en tiempo real (por ejemplo, háptica, auditiva y visual;VR, TEA;;;AR;0;AR;;;
10.5958/0974-360X.2017.00492.9;A review on computer and virtual based interventions for autistic children;Repetitive stereotypical behavior characterizes autistic individuals, lacking in social skills including communication and emotional understanding and loss of cognitive abilities in certain severe cases. To improve their life in the society, some therapeutic methods have been devised. Autistic children tend to get confused and disturbed when subjected to social interactions as there are too many aspects such as facial expressions, emotions, body language that they need to concentrate on and comprehend to have successful communication while technology interventions simplify the situation by providing a platform to assess each aspect separately. Furthermore, it allows a stepwise approach towards social interactions especially in the case of virtual reality environments and games. Methods/Analysis: Various feedback systems can be employed as part of the technology to understand the extent of receptivity of the child while they participate in the activity. Findings: The following paper discusses interventions for autistic children which are computer and virtual reality based and divided into the following sections: Eye tracking, eye contact, and facial expression detection, teaching using games, learning with peers, emotional understanding, rehabilitation, relearning and software application based therapy. © RJPT All right reserved.;;Trata de analiza intervenciones divididas en: seguimiento ocular (eye tracking), contacto visual, detección de expresiones faciales, enseñanza mediante juegos, aprendizaje con pares, comprensión emocional, rehabilitación y terapia basada en aplicaciones de software;VR, TEA;;;AR,eye tracking,VR;0;VR,AR;;;eye tracking
10.1109/ICRoM.2017.8466148;Social Virtual Reality Robot (V2R): A Novel Concept for Education and Rehabilitation of Children with Autism;"In this paper, we have presented a novel virtual reality setup with the ability to teach music to children with autism as well as perform automatic assessment of their behaviors. This setup contains Social Virtual Reality Robots (V2Rs) and virtual musical instruments (i.e. xylophone and drum). After conducting a game-session pilot study, we observed that the acceptance rate of the virtual reality headset is about 65% among children with autism, while all of the typically developing children attending the session used the headset. Furthermore, using statistical analysis, it is indicated that the performance of children with autism in music assignments was significantly weaker than their typically developing peers; consequently, the designed V2R music-based game has the potential for autism screening. © 2017 IEEE.";;Trata sobre una novedosa configuración de realidad virtual con la capacidad de enseñar música a niños con autismo, así como realizar una evaluación automática de sus comportamientos.;VR, TEA;GAME;;VR;0;VR;;;
10.3389/fped.2017.00145;Feasibility of an autism-focused augmented reality smartglasses system for social communication and behavioral coaching;Background:Autism spectrum disorder (ASD) is a childhood-onset neurodevelopmental disorder with a rapidly rising prevalence, currently affecting 1 in 68 children, and over 3.5 million people in the United States. Current ASD interventions are primarily based on in-person behavioral therapies that are both costly and difficult to access. These interventions aim to address some of the fundamental deficits that clinically characterize ASD, including deficits in social communication, and the presence of stereotypies, and other autism-related behaviors. Current diagnostic and therapeutic approaches seldom rely on quantitative data measures of symptomatology, severity, or condition trajectory. Methods:Given the current situation, we report on the Brain Power System (BPS), a digital behavioral aid with quantitative data gathering and reporting features. The BPS includes customized smartglasses, providing targeted personalized coaching experiences through a family of gamified augmented-reality applications utilizing artificial intelligence. These applications provide children and adults with coaching for emotion recognition, face directed gaze, eye contact, and behavioral self-regulation. This preliminary case report, part of a larger set of upcoming research reports, explores the feasibility of the BPS to provide coaching in two boys with clinically diagnosed ASD, aged 8 and 9 years. Results:The coaching intervention was found to be well tolerated and rated as being both engaging and fun. Both males could easily use the system, and no technical problems were noted. During the intervention, caregivers reported improved non-verbal communication, eye contact, and social engagement during the intervention. Both boys demonstrated decreased symptoms of ASD, as measured by the aberrant behavior checklist at 24-h post-intervention. Specifically, both cases demonstrated improvements in irritability, lethargy, stereotypy, hyperactivity/non-compliance, and inappropriate speech. conclusion:Smartglasses using augmented reality may have an important future role in helping address the therapeutic needs of children with ASD. Quantitative data gathering from such sensor-rich systems may allow for digital phenotyping and the refinement of social communication constructs of the research domain criteria. This report provides evidence for the feasibility, usability, and tolerability of one such specialized smartglasses system. © 2017 Liu, Salisbury, Vahabzadeh and Sahin.;;Trata de presentarnos el Brain Power System (BPS), una ayuda conductual digital que utiliza smartglasses personalizadas para ofrecer experiencias de entrenamiento gamificadas mediante realidad aumentada e inteligencia artificial;AR, TEA;GAME, IA;ojo con este;AR,eye tracking;0;AR;;;eye tracking
10.7717/peerj.2899;Detecting communicative intent in a computerised test of joint attention;The successful navigation of social interactions depends on a range of cognitive faculties-including the ability to achieve joint attention with others to share in- formation and experiences. We investigated the influence that intention monitoring processes have on gaze-following response times during joint attention. We employed a virtual reality task in which 16 healthy adults engaged in a collaborative game with a virtual partner to locate a target in a visual array. In the Search task, the virtual partner was programmed to engage in non-communicative gaze shifts in search of the target, establish eye contact, and then display a communicative gaze shift to guide the participant to the target. In the NoSearch task, the virtual partner simply established eye contact and then made a single communicative gaze shift towards the target (i.e., there were no non-communicative gaze shifts in search of the target). Thus, only the Search task required participants to monitor their partner's communicative intent before responding to joint attention bids. We found that gaze following was significantly slower in the Search task than the NoSearch task. However, the same effect on response times was not observed when participants completed non-social control versions of the Search and NoSearch tasks, in which the avatar's gaze was replaced by arrow cues. These data demonstrate that the intention monitoring processes involved in differentiating communicative and non-communicative gaze shifts during the Search task had a measurable influence on subsequent joint attention behaviour. The empirical and methodological implications of these findings for the fields of autism and social neuroscience will be discussed. © 2017 Caruana et al.;;Trata de Investigar cómo los procesos de monitoreo de la intención influyen en los tiempos de respuesta al seguir la mirada durante la atención conjunta;VR, TEA;GAME;;AR,eye tracking,VR;0;VR,AR;;;eye tracking
10.1145/3014033.3014041;Challenges and solutions of motion sensing games for autism education;Motion Sensing Game is a new attempt in autism education in Mainland China. Currently, it has a number of challenges in its practical application. For instance, motion sensing games are still in its infant stage with few educational rehabilitation and practical skills games available. Assessment function with such games is not common and generalization of the game based learning is difficult too. To solve these difficulties and to improve the efficiency of motion sensing game application, Suzhou Industrial Park Renai School has made several efforts by cooperating with enterprises, improving game design, enhancing the role of assessment, involving pivotal response training (PRT) in order to meeting all of the challenges.;;Trata de mejorar los juegos de detección del movimiento para niños autistas y justifica como la tecnología puede ser el vehículo para aplicar metodologías clínicas probadas;GAME, TEA;;;AR;0;AR;;;
10.1007/s10803-016-2930-2;Reduced Mimicry to Virtual Reality Avatars in Autism Spectrum Disorder;Mimicry involves unconsciously copying the actions of others. Increasing evidence suggests that autistic people can copy the goal of an observed action but show differences in their mimicry. We investigated mimicry in autism spectrum disorder (ASD) within a two-dimensional virtual reality environment. Participants played an imitation game with a socially engaged avatar and socially disengaged avatar. Despite being told only to copy the goal of the observed action, autistic participants and matched neurotypical participants mimicked the kinematics of the avatars’ movements. However, autistic participants mimicked less. Social engagement did not modulate mimicry in either group. The results demonstrate the feasibility of using virtual reality to induce mimicry and suggest mimicry differences in ASD may also occur when interacting with avatars. © 2016, The Author(s).;;Trata de Investigar el mimetismo en el trastorno del espectro autista (TEA) dentro de un entorno de realidad virtual bidimensional;VR, TEA;GAME;;AR,motion capture,VR;0;VR,AR;;;motion capture
10.7498/aps.65.108701;Sample entropy of electroencephalogram for children with autism based on virtual driving game;Autism spectrum disorder is a kind of mental disease which involves the disorders of the perception, emotion, memory, language, intelligence, thinking, action, etc. The aim of this paper is to investigate the brain activity characteristics of the children with autism during complex environments by analyzing electroencephalogram (EEG) signals from the neuroergonomics perspective. The virtual driving environment as a complex multi-task source is used to organically connect brain systems with human motion control. The 14-channel EEG signals are obtained including the EEG baseline signals on a resting state (about 3 min) and the EEG activity signals during driving (about 5 min). The method of the shift average sample entropy is proposed to deal with EEG signals in the resting and the virtual driving environments. Considering the highly complex hyper-dimensional characteristics of EEG signals, the different embedding dimensions (such as 2 and 6 dimensions) are analyzed in the sample entropy estimation. The results show that the average sample entropy values of autism spectrum disorder (ASD) subjects are lower than those of healthy subjects during resting and driving, respectively, especially in the prefrontal lobe, temporal lobe, parietal lobe and occipital lobe during resting and in temporal lobe and occipital lobe during driving. It indicates that ASD children lack the ability to adapt easily their behaviors. Meanwhile, like healthy subjects, the average sample entropy values of ASD subjects during driving are higher than those during resting as a whole. Moreover, the EEG activity signals of ASD are obviously higher than the EEG baseline signals in prefrontal lobe, frontal lobe, frontal central lobe and temporal lobe regions in 95% significant level. And for healthy subjects, the activity signals are significantly higher than the baseline signals only in parietal lobe region. Furthermore, the brain activities of ASD subjects during driving come closer to those of healthy subjects during resting. It suggests that the virtual driving environment may be helpful for the treatment of ASD individuals. In addition, the ASD and healthy subjects have a certain right hemisphere dominance in the whole region except in the parietal lobe region. In the parietal lobe region, they have some left hemisphere dominance, especially during driving. And for ASD subjects, there is the significant right hemisphere dominance in the temporal lobe in 95% confidence level no matter whether in the resting state or in the driving state. The results show that it is suitable for the shift average sample entropy analysis to study the brain activities of ASD individuals. This study will provide a new research method for the further research on the mechanism of autism and its diagnosis, evaluation and intervention. © 2016 Chinese Physical Society.;;Trata de investiga las características de la actividad cerebral en niños con autismo durante entornos complejos analizando señales de electroencefalograma (EEG) desde una perspectiva de neuroergonomía;GAME, TEA;;;AR,EEG;0;AR;;;EEG
10.1109/CoG57401.2023.10333176;;Autistic individuals commonly experience visuomotor integration (VMI) difficulties that impact upper extremity movements such as goal-directed throwing, which commonly exists in everyday activities and movement-based games. Autistic individuals often show superior ability towards visual details and inefficient global visual information processing, leading to incongruent VMI. Virtual reality (VR) provides adequate and accurate eye and hand movement data and allows readily individualized design, making it a good option for VMI assessment and potential game-based VMI intervention for autistic individuals. We conducted a pilot study with eight non-autistic young adults comparing visual-proprioceptive accuracy and VMI in VR and in an equivalent physical environment (PE) using a spatial estimation task and a goal-directed throwing task. We observed reduced visual and visual-proprioceptive accuracy in VR compared to PE. Success rates of throwing were lower in VR, with more gaze scanning of the environment and shorter fixation duration on task-relevant objects. Participants spent a longer time preparing for movement execution and had higher hand velocity at release in VR. Subsequent research will compare visual-proprioceptive accuracy and VMI between VR and PE in autistic individuals and explore their relationship with autistic traits.;;Trata de investigar realizando un estudio piloto con ocho adultos jóvenes no autistas comparando la precisión visual-propioceptiva y la VMI en RV y en un entorno físico equivalente (PE;VR, GAME, TEA;;;AR,motion capture,eye tracking,VR;0;VR,AR;;;eye tracking,motion capture
10.1109/CVR55417.2022.9967646;;"The aim of the study is to measure the effectiveness of training children and adolescents with Autism Spectrum Disorder (ASD) by using Virtual Reality (VR). The process is formulated as a game visualizing one of the daily life skills; shopping skills. It allows the user to select the products needed and pay for it, using a Head Mounted Display (HMD) and Leap Motion sensor for more immersion and realistic experience, to help them live more independent life. An existing cafeteria was modeled to be the training environment in virtual reality, and to have a pre and post assessment for results measure. Study participants were 11 children and adolescents recruited with certain criteria.";;Trata de medir la efectividad del entrenamiento de niños y adolescentes con Trastorno del Espectro Autista (TEA) mediante el uso de Realidad Virtual (RV);VR, TEA;GAME;;AR,VR;0;VR,AR;;;
10.1109/FIE44824.2020.9273818;;In this work-in-progress research we exploited and investigated a virtual reality (VR) based, flexibility learning environment (FLE) in which adolescents with autism use, customize, and design an assortment of simulation games that represent and exemplify the application of forces and Newton's laws of motion. The simulation/game modeling and making tasks acted as the primers of practicing and assessing representational flexibility in solving the engineering design problems with computational thinking. The participants' participation behaviors and verbal utterances during the intervention sessions have been archived via screen and webcam recordings. The current study findings indicated that two approaches of speech or text data mining, multi-label classification and similarity index, can act as the in-situ performance assessment methods to evaluate the representational flexibility development for engineering design and computational thinking of a heterogeneous learner group.;;Trata de explorar e investigar un Entorno de Aprendizaje de Flexibilidad (FLE) basado en Realidad Virtual (RV), en el cual adolescentes con autismo utilizan, personalizan y diseñan una variedad de juegos de simulación que representan y ejemplifican la aplicación de las fuerzas y las leyes del movimiento de Newton;VR, TEA;GAME;;AR,playground,VR;0;VR,AR;playground;;
10.1109/I2CT61223.2024.10543652;;This research paper explores the efficacy of a virtual reality (VR) environment in enhancing learning outcomes for children with autism through a game-based approach. The study uses VR technology to create a more immersive and tailored educational experience for autistic children. The implications of this study are substantial, as they introduce a new and comprehensive approach to education for autistic children. The findings on the synergy between VR technology and personalized learning offer insights into how these components contribute to improved learning outcomes and increased engagement. As VR technology progresses, this research examines how VR can be effectively utilized as an inclusive educational strategy for children with autism.;;Trata de una investigación que explora la eficacia de un entorno de realidad virtual (RV) para mejorar los resultados de aprendizaje en niños con autismo a través de un enfoque basado en el juego;VR, GAME, TEA;;;AR,VR;0;VR,AR;;;
10.1109/I4C57141.2022.10057738;;As there is no medical test to detect some of the particular needs, there is much work to be done when it comes to caring for special children who have neuro-developmental disorders. Learning difficulties and poor social skills are special needs children's main problems. They are unable to converse like people in the physical world do. They can learn skills more effectively by using an augmented reality or augmented world to build these skills. It lessens the dread of close relationships. They employ virtual and augmented reality to hone their talents and as a platform for phobia therapy. Through the stimulation of augmented reality, these technologies provide children with straightforward techniques that help them become aware of and accepting of the real physical world. The understanding of concepts is enhanced when Augmented Reality (AR) and Virtual Reality (VR) are used in the teaching of special needs children. The stimulation of the real world and its objects, as opposed to learning from outdated or domestic teaching methods, can improve the experience of learning, understanding, and applying the knowledge or discipline gained from a process in the real world without the fear of being incorrect and by reducing the margin for error. This results in a child to have a regular life and a good education. In this work we have created an application using unity, vuforia, C#, android studio. Audio implemented in this app helps the children to learn the scenarios in English and Kannada. This app helps the parents and care taker to teach social behaviour to special children.;;Trata de disminuir el temor de niños con trastornos a las relaciones cercanas. Emplean la Realidad Virtual (RV) y la Realidad Aumentada (RA) como plataformas para la terapia de fobias y para adquirir técnicas que les ayuden a aceptar el mundo físico real;VR, AR;;;AR,VR;0;VR,AR;;;
10.1109/ICCCNT56998.2023.10308029;;Joint Attention (JA) is a major deficit in children with Autism Spectrum Disorder (ASD). Providing an early intervention is crucial as a lack of JA ability affects social communication skills in adult life. With the advent of technology, there has been a lot of development in JA skill training using computers and mixed-reality devices. Augmented Reality (AR) is increasingly being used for healthcare applications due to its ability to provide an interactive and engaging user experience. Currently there has been little exploration of AR as a medium for JA skill training. To address this problem, we have developed an AR based JA training platform using Microsoft Hololens 2 Head Mounted Display (HMD) with an inbuilt eye-tracker. This platform aims to gamify the process of JA skill training. It uses only gaze fixations for interaction, allowing users to practice their gaze-sharing and visual communication abilities. The user’s performance is recorded based on the correctness of their gaze response and the duration to register a valid gaze response. To determine the effectiveness of our platform and its feasibility for delivering JA skill training, we have performed a pilot study involving 4 ASD and 4 age-matched neurotypical developing (NT) children. Observations from this feasibility study shows participants diagnosed with ASD took significantly more time to follow a JA cue and register a response as compared to their NT counterparts. This study also shows the acceptance of the AR based JA platform by both the ASD and NT participants to perform JA exercises and provides insights to further develop this platform.;;Trata de una plataforma de entrenamiento de Atención Conjunto en niños con TEA basada en Realidad Aumentada (RA) utilizando el visor Microsoft HoloLens 2 con un seguidor ocular integrado.;AR, TEA;;;AR,eye tracking;0;AR;;;eye tracking
10.1109/ICIVC61627.2024.10837236;;Recent advances in machine learning have significantly impacted medical applications, particularly for autism. Virtual Reality (VR) provides a controlled environment for social interaction interventions in children with Autism Spectrum Disorder (ASD). However, these environments pose challenges due to the high demands for data transfer and processing. This study investigates the integration of edge computing with machine learning to effectively and accurately identify ASD behavioral characteristics in VR settings, particularly under limited network bandwidth conditions. We present an optimized distributed algorithm designed to reduce the time and energy required for ASD interventions. Our experiments show that this approach not only improves communication efficiency but also maintains the accuracy of the model, surpassing the performance of existing methods.;;Trata de investigar la integración de Edge Computing con el aprendizaje automático para identificar de manera efectiva y precisa las características conductuales del TEA en entornos de RV, especialmente bajo condiciones de ancho de banda de red limitado;VR, TEA, IA;;;AR,VR;0;VR,AR;;;
10.1109/ICoICT61617.2024.10698567;;An intervention that applies Virtual Reality (VR) in Social Story (SS) is designed to train autistic children to minimize adaptation stress among autistic children transitioning to new educational environments. Challenges in social communication and difficulties during transitions are identified. Typically, autistic children of school age have adaptation issues due to communication barriers, atypical behaviors within the school environment, and an insufficient awareness of autism among their peers. The SS is designed to reduce autistic children's emotions in the adaptation. However, the manual creation of a social story by parents using the traditional method is time-consuming involving the related image collection, possible narrative creation, etc. Implementing VR in SS enhances social story creation effectiveness and gains autistic children's attention. In this paper, three social stories are designed to address this issue. The possible scenarios are presented to familiarize children before attending the actual school in real life such as appropriate learning behaviors in a class, and the proper way of making new friends. The immersive experience, facilitated by Google Cardboard Goggles, aims to captivate children. Additionally, the customization feature is provided for the parents to customize the background setting in the classroom for heightening the immersion of autistic children, enhancing virtual school realism, and reducing parental SS personalization burdens. The results of the intervention's performance will be verified using common assessment tools in the field of autism, namely the Social Responsiveness Scale (SRS-2), the Behavior Assessment System for Children (BASC-3), and the Childhood Autism Rating Scale (CARS-2).;;Trata de una una intervención que aplica Realidad Virtual (RV) en Historias Sociales (SS) para entrenar a niños autistas y minimizar el estrés de adaptación al transicionar a nuevos entornos educativos;VR, TEA;;;AR,classroom,VR;0;VR,AR;classroom;;
10.1109/ICRoM.2017.8466148;;"In this paper, we have presented a novel virtual reality setup with the ability to teach music to children with autism as well as perform automatic assessment of their behaviors. This setup contains Social Virtual Reality Robots (V2Rs) and virtual musical instruments (i.e. xylophone and drum). After conducting a game-session pilot study, we observed that the acceptance rate of the virtual reality headset is about 65% among children with autism, while all of the typically developing children attending the session used the headset. Furthermore, using statistical analysis, it is indicated that the performance of children with autism in music assignments was significantly weaker than their typically developing peers; consequently, the designed V2R music-based game has the potential for autism screening.";;Trata de una novedosa configuración de realidad virtual con la capacidad de enseñar música a niños con autismo, así como realizar una evaluación automática de sus comportamientos;VR, TEA;GAME;;VR;0;VR;;;
10.1109/ICRoM64545.2024.10903545;;Autism Spectrum Disorder (ASD) is a neurodevelopmental condition that impacts various aspects of life, including motor skills, social interactions, and communication, with symptoms that differ widely among individuals. Early diagnosis is critical, especially in young children, as timely intervention can significantly improve outcomes. This paper presents a novel approach utilizing a music-based virtual reality (VR) game to assist therapists in differentiating children with ASD from their typically developing (TD) peers. A classification model was trained using data collected from 21 TD children and 9 children with ASD, focusing on their actions and movements within the game. The model achieved an accuracy of 93% and a sensitivity of 85%, showcasing the potential of VR games in advancing ASD/TD classification and autism screening.;;Trata un enfoque novedoso que utiliza un juego de realidad virtual (RV) basado en la música para ayudar a los terapeutas a diferenciar a los niños con TEA de sus pares con desarrollo típico (TD).;VR, GAME, TEA;;;AR,motion capture,VR;0;VR,AR;;;motion capture
10.1109/ICSSS.2019.8882831;;Autism is one of the brain developmental disorders. In this proposed work MR brain images are collected from Autism brain Imaging Data Exchange database which contains both normal as well as autistic images. Brain tissue like White matter, Gray matter and Cerebrospinal Fluid are segmented. These tissue are categorized by their intensity values with white matter having the highest intensity value. Cerebrospinal Fluid has the lowest intensity value. These tissue play a critical role in restorative determination and evaluating the likelihood of the imperfections. The Segmentation results shows that in autism image the concentration of white matter is more when compared to a normal image. Segmented as well as original images were fed to the Deep Neural network classifier to perform classification of Autism brain images. The classifier is run in a single GPU with 4Gb RAM processor environment. It is trained with 40 images and it takes 6 epochs to complete the validation process with an accuracy value of 82.61% is achieved.;;Trata de recolectan imágenes de RM cerebral de la base de datos Autism Brain Imaging Data Exchange (ABIDE), que contiene imágenes tanto normales como autistas. Se segmentaron tejidos cerebrales como la Materia Blanca (WM), la Materia Gris (GM) y el Líquido Cefalorraquídeo (CSF).;TEA;;;AR,MR;0;AR,MR;;;
10.1109/TLT.2024.3451462;;Numerous children diagnosed with autism spectrum disorder (ASD) exhibit abnormal eye gaze pattern in communication and social interaction. In this study, we aim to investigate the effectiveness of the hide-and-seek virtual reality system (HSVRS) in improving gaze fixation abilities in children with ASD. Our hypothesis is that engaging in a hide-and-seek game within a virtual environment, particularly with a customized avatar resembling a familiar figure, would significantly enhance gaze fixation skills compared to traditional interventions without supplementary virtual reality (VR) intervention. In total, 36 children with ASD were involved in this pilot study in three groups: the avatar customized group, the avatar uncustomized group, and the control group. The control group only received human intervention, while the avatar group received additional VR-assisted interventions. The effect of HSVRS was measured by a six-point Likert subjective questionnaire and demonstrated significant improvements in gaze fixation abilities in the VR-assisted intervention groups compared to the control group ($P$ = 0.006, 0.001). Moreover, the avatar customized group, which interacted with a familiar-looking avatar, obtained noticeable increments in gaze fixation metrics ($P$ = 0.036, 0.005, 0.001). Experimental results show the effectiveness of utilizing VR technology to complement regular interventions in terms of improving gaze fixation abilities for young children with ASD.;;Trata de investiga la eficacia del Sistema de Realidad Virtual de Escondite (HSVRS) para mejorar las capacidades de fijación de la mirada de niños con TEA;VR, TEA;GAME;;AR,eye tracking,VR;0;VR,AR;;;eye tracking
10.1109/TNSRE.2021.3108351;;Many children with Autism Spectrum Disorder (ASD) exhibit atypical gaze behaviors related to joint attention, a fundamental social-communication skill. Specifically, children with ASD show differences in the skills of gaze sharing and gaze following. In this work we present a novel virtual reality (VR)-based system, called InViRS, in which children with ASD play games allowing them to practice gaze sharing and gaze following. InViRS has three main design contributions: (i) a closed-loop joint attention paradigm with real-time tracking of the participant's eye gaze and game performance measures, (ii) an assistive feedback mechanism that provides guidance and hints in real time, and (iii) a controller that adaptively changes the avatar's gaze prompts according to the performance measures. Results from a pilot study to evaluate the feasibility of InViRS with 9 autistic1 children and 9 typically developing (TD) children offered preliminary support for the feasibility of successful gameplay as well as positive impacts on the targeted skills of gaze sharing and gaze following.;;Trata de un sistema novedoso basado en Realidad Virtual (RV) llamado InViRS, en el cual los niños con TEA practican estas habilidades. InViRS tiene tres contribuciones de diseño principales: (i) un paradigma de atención conjunta de bucle cerrado con seguimiento ocular en tiempo real y medidas de rendimiento, (ii) un mecanismo de retroalimentación asistida que proporciona guías y pistas en tiempo real, y (iii) un controlador que cambia adaptativamente las señales de la mirada del avatar según el rendimiento;VR, TEA;GAME;;AR,eye tracking,VR;0;VR,AR;;;eye tracking
10.1109/UEMCON62879.2024.10754723;;"Children with Autism Spectrum Disorder (ASD) often experience delays in motor skills, which can substantially affect their future motor function. The Movement Assessment Battery for Children - Second Edition (MABC-2) is a widely used tool in evaluating children’s motor skills across different age bands, specifically assessing children ages 3 to 16. It includes eight unique tasks per age band that measure fine and gross motor skills and balance, which explains a child’s motor abilities and classifies them by groups. This study extends previous research by exploring the potential of Virtual Reality (VR) to make the MABC-2 tasks more engaging and interactive for children, which could lead to better outcomes. The previous research created the balance and gross motor tasks of the MABC-2 in VR. We refined those tasks and completed the remaining ones. The VR tool was tested on seven individuals aged 19 to 21. Pre- and post-VR MABC-2 scores were collected and analyzed. Most tasks were accurately replicated in VR; however, significant statistical differences were found in the Threading Lace (p= 0.003) and Catching Ball (p = 0.007) tasks, indicating further refinement. Machine learning analysis was also conducted on data from 268 previous MABC-2 scores of children diagnosed with autism to classify them into motor skill proficiency zones based on their scores and to determine the most influential features for accurate prediction. The analysis revealed that balance scores were particularly influential in determining motor proficiency. This indicates the importance of balance in interventions to improve overall motor proficiency.";;Trata de Refinar las tareas de equilibrio y motricidad gruesa de niños con TEA previamente creadas y completamos las restantes en RV;VR, TEA, IA;;;AR,motion capture,VR;0;VR,AR;;;motion capture
10.1016/j.ijcci.2024.100683.;Improved socio-emotional skills in students with autism spectrum disorder (ASD) following an intervention supported by an augmented gamified environment,;This study examines the impact of an intervention using an Augmented Gamified Environment (AGE) to stimulate socio-emotional skills in a sample of 54 subjects with Autism Spectrum Disorder (ASD) aged between 3 and 17 years old. The study used a quantitative, exploratory, analytical methodology. Socio-emotional skills were evaluated before and after intervention (pre-posttest) using the DiagnosticApp instrument, supported by a fun app. The study specifically analyzed their ability to identify primary and secondary emotions and emotional states, as well as the cause-effect relationship linked to a context. The results show that socio-emotional skills improved after the intervention, regardless of gender, age, degree of ASD, comorbidity, or type of language. Overall, the greatest improvement was in identifying both primary and secondary emotions through recognizing facial expressions. Additionally, as expected, older students, and those with less severe ASD and more functional language exhibited higher scores in their socio-emotional skills. In conclusion, the extrinsic motivation associated with the mix of game mechanics, dynamics, and aesthetics, along with the augmented reality resources making up the AGE, are key contributing elements in improving these students’ socio-emotional skills.;;Trata de examinar el impacto de una intervención utilizando un Entorno Gamificado Aumentado (AGE) para estimular habilidades socioemocionales en una muestra pequeña de niós con TEA;GAME, TEA;AR;;AR;0;AR;;;
10.1016/B978-0-12-822271-3.00006-2.;Chapter 11 - Fine motor skills and cognitive development using virtual reality-based games in children,;Fine motor skills are an integral part of everyday activities. Children with neurological disorders, such as cerebral palsy and autism spectrum disorder, have problems with fine motor skills, social interaction, and communication. Such children need to repeat a skill to acquire it. Therapy is needed so that children can develop important life skills and be involved in academic activities. However, children need to undergo long sessions of therapy, which will be tedious for them. Physical therapy can therefore be made interactive and motivating by the use of virtual reality-based games. In this chapter, a virtual reality-based serious gaming platform is proposed for fine motor skills and cognitive development of children with special needs. The Unity3D-based virtual reality environment together with a Leap Motion Controller is used to design the rehabilitation games. The Leap Motion Controller with its gesture recognition ability can provide a cohesive platform to improve the life skills of special needs children. The proposed games are developed in such a way that they improve the pincer grasp, intellectual reasoning, and hand–eye coordination of children. More colorful and fun virtual reality games are developed to keep the children engaged for longer. The developed platform is cost effective, remotely accessible, personalized, and physically less painful. The proposed virtual reality game can also be used as an auxiliary tool along with traditional rehabilitation methods.;;Trata de una plataforma de juegos serios basada en Realidad Virtual para el desarrollo motor fino y cognitivo de niños con trastornos neurológicos;VR;GAME, TEA;;AR,VR;0;VR,AR;;;
